record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
409,37992501,Testing the triple network model of psychopathology in a transdiagnostic neurodevelopmental cohort.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"Hyperactivity/impulsivity was associated with increased functional connectivity between the Salience (SN), Central Executive (CEN), and Default Mode Networks (DMN) in at-risk children, whereas it was associated with decreased functional connectivity between the CEN and DMN in comparison children.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,mixed,"The sentence supports the phenotype and feature, but the direction is mixed and not captured exactly by the extracted direction. The directness is also not fully supported as the sentence does not name both phenotype and feature.",
410,32312566,[The contribution of forensic neuroscience to psychopathy].,2020,L'Encephale,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),forensic populations with psychopathic traits,associated_with,unclear,unknown,unclear,0.6,"They report numerous functional abnormalities that include the striatum, hippocampus, and uncinate fasciculus.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,"The sentence does not mention a phenotype-feature association, it only mentions brain regions with functional abnormalities.",
411,41310178,The role of the salience network in adolescent impulsivity using memory tasks and neuroimaging.,2025,Communications medicine,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,Neural activity and connectivity involving the insula and dorsal anterior cingulate cortex (dACC) are significantly associated with behavioral responses and individual impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim, but the directness is not fully supported because it does not name both phenotype and feature. The corrected fields are phenotype, feature type, and direction.",
412,24705817,Imaging functional and structural brain connectomics in attention-deficit/hyperactivity disorder.,2014,Molecular neurobiology,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,unclear,,unclear,0.8,These behavior deficits in ADHD children are associated with changes in functional and structural connectivity among regions.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional and structural connectivity,unclear,"The sentence partially supports the claim but needs revision or is indirect. The phenotype 'impulsivity (general)' is supported, but the feature type 'functional and structural connectivity' is more specific than the extracted feature type 'functional connectivity'. The direction is unclear and the directness is also unclear.",
413,23223295,Altered functional brain connectivity in a non-clinical sample of young adults with attention-deficit/hyperactivity disorder.,2012,The Journal of neuroscience : the official journal of the Society for Neuroscience,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,unclear,,unclear,0.7,Results from this study show that the diagnosis and the two main symptom dimensions of ADHD are related to altered intrinsic connectivity in orbitofrontal-temporal-occipital and fronto-amygdala-occipital networks.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positive,"The sentence supports the phenotype (impulsivity) and feature (functional connectivity), but the direction is unclear. The sentence also implies a direct relationship between the phenotype and feature, but does not name both phenotype and feature explicitly. The corrected phenotype, feature type, and direction are provided based on the extracted claim.",
414,30616717,Decreased brain connectivity in smoking contrasts with increased connectivity in drinking.,2019,eLife,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.8,"Increased impulsivity was found in smokers, associated with decreased functional connectivity of the non-reward-related lateral orbitofrontal cortex; and increased impulsivity was found in high amount drinkers, associated with increased functional connectivity of the reward-related medial orbitofrontal cortex.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning both phenotype (impulsivity) and feature (functional connectivity), and their relationship (associated with). The direction (lower) is also supported, as the sentence states that decreased functional connectivity is associated with increased impulsivity. The directness is supported because the sentence names both phenotype and feature.",
415,26116812,The mediating role of LPFC-vmPFC functional connectivity in the relation between regulatory mode and delay discounting.,2015,Behavioural brain research,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,unclear,,direct,0.8,The effect of regulatory mode on delay discounting is mediated by LPFC-vmPFC functional connectivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (predicts), and direction (unclear) when stated. The directness is also supported as the sentence names both phenotype and feature.",
416,21546000,Atypical prefrontal connectivity in attention-deficit/hyperactivity disorder: pathway to disease or pathological end point?,2011,Biological psychiatry,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder (ADHD),associated_with,unclear,dysregulated modulation of cortical plasticity,unclear,0.8,Functional neuroimaging studies have identified multiple nodes of dysfunction in frontostriatal and mesocorticolimbic networks in attention-deficit/hyperactivity disorder (ADHD).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,"The sentence does not mention impulsivity or functional connectivity, and does not establish an association between them.",
417,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,unknown,structural connectivity,impulsivity (general),Parkinson's Disease,associated_with,unclear,,unclear,0.7,"The study aimed at providing a proof of concept for this approach by mapping changes along extensive score batteries to a few anatomical fiber bundles and, in turn, estimating changes in individual scores based on stimulation of these tracts. Each component was associated with the stimulation of spatially segregated fiber bundles connecting regions of the frontal cortex with the subthalamic nucleus.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention impulsivity or any other phenotype, and does not mention structural connectivity as a feature type. It also does not establish an association between impulsivity and structural connectivity.",
418,37141645,Value-based decision-making network functional connectivity correlates with substance use and delay discounting behaviour among young adults.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,unclear,0.7,"Functional connectivity of these networks could serve as susceptibility biomarkers for substance use disorders, informing earlier identification and treatment.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,"The sentence does not support the extracted claim as it does not mention impulsivity, functional connectivity, or any relationship between them.",
419,27942448,Brain connectivity aberrations in anabolic-androgenic steroid users.,2017,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,disruptions,direct,0.8,current users exhibited reduced functional connectivity between key nodes involved in emotional and cognitive regulation,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly supports the claim by mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), direction (lower), and directness (direct).",
