record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
366,27119360,Decreased functional connectivity of insula-based network in young adults with internet gaming disorder.,2016,Experimental brain research,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,associated_with,lower,reduced ability to inhibit motor responses to internet gaming or diminished executive control over craving for internet gaming,direct,0.85,The finding of reduced functional connectivity between the interoception and the motor/executive control regions is interpreted to reflect reduced ability to inhibit motor responses to internet gaming or diminished executive control over craving for internet gaming in IGD.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,,
367,28888152,Altered functional connectivity to stressful stimuli in prenatally cocaine-exposed adolescents.,2017,Drug and alcohol dependence,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),prenatally cocaine-exposed adolescents,associated_with,unclear,,indirect,0.6,"Craving scores inversely correlated with corticolimbic connectivity in PCE, but not NDE adolescents, during the favorite-food condition.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,inverse association,"The sentence partially supports the claim, but the direction and directness need to be revised. The direction is not 'unclear' as stated in the claim, but rather 'inverse association'. The directness is also not 'indirect' as stated in the claim, but rather 'direct' since it mentions a specific relationship between craving scores and corticolimbic connectivity.",
368,38468374,Functional connectivity alterations in individuals with gaming disorder assessed by functional magnetic resonance imaging: a systematic review.,2025,Journal of addictive diseases,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder (IGD),associated_with,unclear,,indirect,0.7,The main findings reveal changes such as significant increases or decreases in functional connectivity in certain regions of the brain.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but the relationship is not explicitly stated. The corrected phenotype and feature type are provided.",
369,31362183,Oxytocin modulates alcohol-cue induced functional connectivity in the nucleus accumbens of social drinkers.,2019,Psychoneuroendocrinology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,modulates,unclear,,indirect,0.7,"This might reflect an attenuation of alcohol-cue saliency by oxytocin, which improves inhibitory control over craving and cue reactivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,decreases,"The sentence partially supports the claim, but the direction is unclear and the directness is indirect. The corrected phenotype, feature type, and direction are based on the information provided in the sentence.",
370,31401546,Functional connectivity of emotional well-being: Overconnectivity between default and attentional networks is associated with attitudes of anger and aggression.,2019,Psychiatry research. Neuroimaging,impulsivity fMRI functional connectivity,"default mode network, salience/ventral attention network",functional connectivity,impulsivity (general),unknown,associated_with,higher,impaired effortful control and decreased response inhibition,direct,0.85,functional connectivity between the default and attentional networks was positively correlated with scores of attitudes of anger and aggression.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,
371,25073506,"Cortical thinning, functional connectivity, and mood-related impulsivity in schizophrenia: relationship to aggressive attitudes and behavior.",2014,The American journal of psychiatry,impulsivity fMRI functional connectivity,unknown,functional connectivity,nonplanning impulsivity,schizophrenia,correlates_with,higher,,direct,0.8,"In patients, reduced resting-state functional connectivity in some of these regions was associated with higher urgency.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,nonplanning impulsivity,functional connectivity,lower,"The sentence mentions a different phenotype (urgency) and does not directly support the relationship between nonplanning impulsivity and functional connectivity. The direction is also mixed, but the extracted direction captures the relevant part exactly, so direction_supported is set to false.",
372,24367675,Increased functional connectivity between prefrontal cortex and reward system in pathological gambling.,2013,PloS one,impulsivity fMRI functional connectivity,unknown,functional connectivity,nonplanning impulsivity,pathological gambling,associated_with,higher,,direct,0.8,"PG patients demonstrated increased connectivity from the right middle frontal gyrus to the right striatum as compared to controls, which was also positively correlated with nonplanning aspect of impulsiveness, smoking and craving scores in the PG group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,higher,"The sentence directly supports the claim by mentioning increased functional connectivity between the prefrontal cortex and reward system in pathological gambling, which is associated with nonplanning impulsivity.",
373,40032530,Cocaine Self-Administration Increases Impulsive Decision-Making in Low-Impulsive Rats Associated with Impaired Functional Connectivity in the Mesocorticolimbic System.,2025,eNeuro,impulsivity fMRI functional connectivity,mesocorticolimbic,functional connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.85,"Using these three regions as seeds, we observed a negative correlation between impulsivity and functional connectivity between the midbrain and frontal cortex, as well as between the thalamus and frontal cortex (including the orbitofrontal, primary, and parietal cortices) in low-impulsive rats. These correlations were attenuated following chronic cocaine SA.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence clearly supports the extracted claim by mentioning a negative correlation between impulsivity and functional connectivity in low-impulsive rats, which is consistent with the relationship 'associated_with' and direction 'lower'. The directness is also supported as the sentence names both phenotype 'impulsivity' and feature 'functional connectivity'. No overclaiming is detected as the sentence mentions a group difference and a phenotype-feature association.",
374,39419186,Alternations voxel-wise interhemispheric and intrahemipheric functional connectivity dynamics in internet gaming disorder.,2025,Journal of affective disorders,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,correlates_with,lower,,indirect,0.7,"Moreover, abnormal global dFCD variability of the calcarine and ipsilateral dFCD variability of the PCC were negatively correlated with the severity of IGDs in the IGD group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,lower,"The sentence partially supports the claim, but the directness is 'indirect' and the brain system is not mentioned. The corrected phenotype, feature type, and direction are provided.",
375,34469847,Sex-specific frontal-striatal connectivity differences among adolescents with externalizing disorders.,2021,NeuroImage. Clinical,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),externalizing disorders,correlated_with,higher,,direct,0.8,"Boys demonstrated weaker connectivity than girls within two medial-lateral prefrontal cortical networks. However, only boys showed greater medial-lateral prefrontal connectivity correlated with greater impulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the claim by stating a direct association between impulsivity and higher functional connectivity in boys with externalizing disorders.,
376,36662797,The continuum of attention dysfunction: Evidence from dynamic functional network connectivity analysis in neurotypical adolescents.,2023,PloS one,impulsivity fMRI functional connectivity,salience/ventral attention network,dynamic connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.85,we show ADHD manifestations and impulsivity are associated with prolonged periods of dynamically hyperconnected states.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),dynamic connectivity,higher,"The sentence supports the phenotype and feature, but the direction is mixed. The sentence states 'dynamically hyperconnected states', which implies an increase in connectivity, not a decrease. The relationship is supported, but the directness is not fully supported as the sentence does not name both phenotype and feature explicitly.",
