record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
414,30616717,Decreased brain connectivity in smoking contrasts with increased connectivity in drinking.,2019,eLife,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,nonplanning impulsivity,unknown,associated_with,lower,,direct,0.85,"The main findings were cross-validated in an independent longitudinal dataset with 1176 participants, IMAGEN. Further, the functional connectivities in 14-year-old non-smokers (and also in female low-drinkers) were related to who would smoke or drink at age 19.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,nonplanning impulsivity,functional connectivity,lower,"The sentence partially supports the claim because it mentions the association between functional connectivity and smoking/drinking, but the direction of the association is not explicitly stated for nonplanning impulsivity. The corrected fields are the phenotype, feature type, and direction.",,Qwen 2.5 7B
415,26116812,The mediating role of LPFC-vmPFC functional connectivity in the relation between regulatory mode and delay discounting.,2015,Behavioural brain research,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,mediated_by,lower,regulatory mode orientation,direct,0.9,"Furthermore, mediation analysis showed that the effect of regulatory mode on delay discounting is mediated by LPFC-vmPFC functional connectivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning the phenotype (impulsivity), feature type (functional connectivity), relationship (mediated_by), direction (lower), and directness (direct).",,Qwen 2.5 7B
416,21546000,Atypical prefrontal connectivity in attention-deficit/hyperactivity disorder: pathway to disease or pathological end point?,2011,Biological psychiatry,impulsivity neuroimaging functional connectivity,default mode network,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,unclear,dysregulated modulation of cortical plasticity,indirect,0.7,"Deficits in functional connectivity within frontostriatal and mesocorticolimbic networks might give rise, in part, to ADHD symptoms.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim, but the direction and directness are not explicitly stated. The phenotype and feature are mentioned, but the relationship is not directly stated. The corrected phenotype, feature type, and direction are based on the extracted claim.",,Qwen 2.5 7B
417,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,unknown,structural connectivity,impulsivity (general),Parkinson's Disease,associated_with,higher,,direct,0.8,improvement of mood and cognition and worsening of trait impulsivity,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral outcome,higher,"The sentence directly states that impulsivity worsened, which matches the extracted claim's phenotype and direction. The feature type is not explicitly mentioned as structural connectivity, but it can be inferred that the worsening of impulsivity is related to the improvement of mood and cognition, which might be associated with structural changes. However, the sentence does not directly support the relationship between structural connectivity and impulsivity, but it does support the association between impulsivity and the other outcomes, which is a related concept. Therefore, the support score is 2, and the decision is to keep the claim as it is.",,Qwen 2.5 7B
418,37141645,Value-based decision-making network functional connectivity correlates with substance use and delay discounting behaviour among young adults.,2023,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,,"We identified brain regions and connections correlated with impulsive decision-making and poly-substance use, with the medial orbitofrontal, lateral prefrontal and posterior parietal cortices emerging as key hubs.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positive,"The sentence partially supports the claim as it mentions a correlation between brain regions and impulsive decision-making, but the direction of the correlation is not explicitly stated. The feature type is also not explicitly stated as 'functional connectivity', but it can be inferred. The directness is also not explicitly stated as 'direct', but it can be inferred. The phenotype and feature type need to be corrected to match the extracted claim.",,Qwen 2.5 7B
419,27942448,Brain connectivity aberrations in anabolic-androgenic steroid users.,2017,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,default mode network,functional connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.8,"current users exhibited reduced functional connectivity between key nodes involved in emotional and cognitive regulation, in particular reduced connectivity between the amygdala and default-mode network (DMN) and between the dorsal attention network (DAN) and a frontal node encompassing the superior and inferior frontal gyri (SFG/IFG) and the anterior cingulate cortex (ACC)",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim by mentioning reduced functional connectivity between key nodes involved in emotional and cognitive regulation, specifically between the amygdala and default-mode network (DMN), and between the dorsal attention network (DAN) and a frontal node encompassing the superior and inferior frontal gyri (SFG/IFG) and the anterior cingulate cortex (ACC).",,Qwen 2.5 7B
420,33137406,The functional connectivity between the prefrontal cortex and supplementary motor area moderates the relationship between internet gaming disorder and loneliness.,2021,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,unknown,internet gaming disorder,moderates,unclear,,direct,0.85,"Additionally, the rsFC of the left DLPFC-precentral gyrus, the DLPFC-postcentral gyrus and the right DLPFC-SMA moderated the relationship between self-reported gaming craving and the UCLA scores.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,self-reported gaming craving,functional connectivity,moderates,"The sentence clearly supports the claim by mentioning the specific phenotype (self-reported gaming craving), feature type (functional connectivity), relationship (moderates), and direction (moderates). The directness is also supported as both phenotype and feature are named. There is no overclaiming as the sentence mentions a specific group difference (between self-reported gaming craving and UCLA scores) and a phenotype-feature association.",,Qwen 2.5 7B
421,27851842,Estimating the Heritability of Structural and Functional Brain Connectivity in Families Affected by Attention-Deficit/Hyperactivity Disorder.,2017,JAMA psychiatry,impulsivity neuroimaging functional connectivity,unknown,structural connectivity,impulsivity (general),Attention-Deficit/Hyperactivity Disorder,associated_with,lower,,indirect,0.7,More symptoms of hyperactivity/impulsivity (t = -2.63; P = .008) and inattention (t = -2.34; P = .02) were associated with decreased functional connectivity within the default mode network.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,lower,"The sentence supports the phenotype and relationship, but the feature type is 'functional connectivity' rather than 'structural connectivity'. The direction is not directly stated for the phenotype 'impulsivity (general)', and the directness is not directly stated for the feature type 'functional connectivity'.",,Qwen 2.5 7B
422,31515054,Somatosensory-Motor Dysconnectivity Spans Multiple Transdiagnostic Dimensions of Psychopathology.,2019,Biological psychiatry,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"Our analyses revealed three latent components corresponding to general psychopathology, cognitive dysfunction, and impulsivity. Each component was associated with a unique whole-brain resting-state functional connectivity signature and was shared across all participants.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),whole-brain resting-state functional connectivity signature,,"The sentence partially supports the claim, but the direction is unclear. The corrected phenotype and feature type are provided.",,Qwen 2.5 7B
423,28402565,Impulsive-antisocial psychopathic traits linked to increased volume and functional connectivity within prefrontal cortex.,2017,Social cognitive and affective neuroscience,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),psychopathy,associated_with,higher,,direct,0.9,Factor 2 scores were also positively correlated with functional connectivity between several areas of the prefrontal cortex.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim, but the direction and directness need to be revised to match the extracted claim.",,Qwen 2.5 7B
