record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label,consensus_models,consensus_model_count
475,25818325,Increased corticolimbic connectivity in cocaine dependence versus pathological gambling is associated with drug severity and emotion-related impulsivity.,2016,Addiction biology,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),cocaine dependence,associated_with,higher,unknown,direct,0.9,Orbitofrontal-subgenual cingulate cortical connectivity correlated with impulsivity and caudate/amygdala connectivity correlated with cocaine severity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim, but the direction and directness need to be revised to match the extracted claim.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
477,27940074,ACC GABA levels are associated with functional activation and connectivity in the fronto-striatal network during interference inhibition in patients with borderline personality disorder.,2017,NeuroImage,trait impulsivity functional connectivity,fronto-striatal network,functional connectivity,impulsivity (general),borderline personality disorder,associated_with,unclear,GABA levels,direct,0.8,"ACC GABA levels in BPD patients but not in HCs were positively related to the magnitude of activation in several fronto-striatal regions (e.g. ACC, frontal regions, putamen, caudate,) and the strength of ACC-caudate functional connectivity during interference inhibition.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the claim, mentioning a direct association between GABA levels and functional connectivity in the fronto-striatal network during interference inhibition in BPD patients.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
478,30705624,The Degree of Modulation of Beta Band Activity During Motor Planning Is Related to Trait Impulsivity.,2019,Frontiers in integrative neuroscience,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.8,We found that the decrease of relative beta band power during action planning in the left fronto-central group of channels was more pronounced in the high impulsivity group than in the low impulsivity group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,greater in high impulsivity group,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (associated_with), direction (greater in high impulsivity group), and directness (indirect) when stated. The phenotype and feature are both mentioned in the sentence, and the direction is supported by the comparison between the high and low impulsivity groups.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
481,31275737,Weakened Functional Connectivity Between the Amygdala and the Ventromedial Prefrontal Cortex Is Longitudinally Related to Psychopathic Traits in Low-Income Males During Early Adulthood.,2019,Clinical psychological science : a journal of the Association for Psychological Science,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),psychopathy,associated_with,higher,weakened functional connectivity,direct,0.8,"Weakened amygdala-vmPFC functional connectivity to fearful, but not neutral or angry, faces at age 20 was related to higher psychopathic traits at age 22.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,The sentence directly supports the claim by mentioning a specific type of functional connectivity (amygdala-vmPFC) related to a specific type of face (fearful) and its association with higher psychopathic traits. The direction of the relationship is correctly identified as 'lower' based on the sentence's mention of 'weakened' functional connectivity.,,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
482,42069879,Aberrant cortico-striato-limbic functional connectivity to alcohol cues in co-occurring bipolar disorder and alcohol use disorder.,2026,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),co-occurring bipolar disorder and alcohol use disorder,associated_with,unclear,cortico-striato-limbic functional connectivity dysfunction,indirect,0.8,"Select functional connectivity data were associated with trait characteristics of AUD in BD + AUD (r ≥±0.50, p ≤ 0.026) but not AUD.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positive,"The sentence partially supports the claim as it mentions a relationship between functional connectivity data and trait characteristics of AUD in BD + AUD. However, the direction of the association is not clear from the sentence, and the directness of the relationship is not explicitly stated. The phenotype 'impulsivity (general)' is supported, but the feature type 'functional connectivity' is not explicitly mentioned as being dysfunctional, so it needs to be revised to 'functional connectivity dysfunction'.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
485,22805501,Trait impulsivity as an endophenotype for bipolar I disorder.,2012,Bipolar disorders,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),bipolar I disorder,associated_with,higher,,direct,0.9,Individuals with bipolar I disorder had elevated scores compared to healthy comparison subjects on BIS-11 total score and all three subscales (p < 0.0001).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral trait,higher,"The sentence directly supports the association between impulsivity and bipolar I disorder, with individuals with the disorder having higher scores on a measure of impulsivity compared to healthy controls.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
486,33246710,Abnormal organization of inhibitory control functional networks in future binge drinkers.,2021,Drug and alcohol dependence,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,unknown,higher,,direct,0.9,"fBD exhibit a distinctive pattern of beta band hyperconnectivity among crucial regions of inhibitory control networks, positively correlated with behavioral traits and future alcohol intake rate.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as a behavioral trait and future alcohol intake rate, which are related to the phenotype. The feature type is also supported as functional connectivity. The relationship is not explicitly stated, but the sentence implies a positive correlation, which is a type of relationship. The direction is supported as higher. The directness is supported as the sentence names both phenotype and feature.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
495,22047966,Effect of dopamine transporter genotype on intrinsic functional connectivity depends on cognitive state.,2012,"Cerebral cortex (New York, N.Y. : 1991)",trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.85,This increased cross-network connectivity was associated with increased self-reported measures of impulsivity and inattention traits.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between increased cross-network connectivity and increased self-reported measures of impulsivity and inattention traits.",,Qwen 2.5 7B,Llama 3.1 8B;Qwen 2.5 7B,2
504,34993375,Brain Networks Associated With COVID-19 Risk: Data From 3662 Participants.,2021,"Chronic stress (Thousand Oaks, Calif.)",trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),COVID-19,associated_with,unclear,,background,0.9,"Overall, lower integration across the brain modules and increased segregation, as reflected by internal within module connectivity, were associated with higher infection rates.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a relationship between brain module integration/segregation and infection rates, which is related to impulsivity (general) and functional connectivity.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
508,27566121,Reduced Default Mode Connectivity in Adolescents With Conduct Disorder.,2016,Journal of the American Academy of Child and Adolescent Psychiatry,trait impulsivity functional connectivity,default mode network,functional connectivity,impulsivity (general),conduct disorder,associated_with,lower,,direct,0.8,"Only after adjusting for co-occurring ADHD symptoms, the group with CD showed hypoconnectivity between core DMN regions compared with typically developing controls.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,lower,"The sentence partially supports the claim, but the direction and directness need to be revised. The sentence does not directly state the relationship between impulsivity and functional connectivity in the default mode network, but it does imply a connection between the two.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
510,26690326,Interpersonal dependency and online gaming addiction.,2016,Journal of behavioral addictions,trait impulsivity functional connectivity,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,background,0.5,"High scores on subscales measuring dysfunctional detachment and destructive overdependence were positively associated with online gaming addiction, while healthy dependency was negatively correlated with addiction scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,positive,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), a feature type (behavioral), a relationship (associated with), a direction (positive), and directness (background).",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
512,35388180,Corticolimbic DCC gene co-expression networks as predictors of impulsivity in children.,2022,Molecular psychiatry,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,lower,Netrin-1/DCC signaling pathway,direct,0.8,We found that lower ePRS scores associate with higher measurements of impulsive choice in 6-year-old children tested in the Information Sampling Task and with impulsive action in 6- and 10-year-old children tested in the Stop Signal Task.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,,,Mistral 7B,Llama 3.1 8B;Mistral 7B,2
