record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
392,32361415,Impulsivity Relates to Relative Preservation of Mesolimbic Connectivity in Patients with Parkinson Disease.,2020,NeuroImage. Clinical,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Parkinson Disease,associated_with,higher,unclear,direct,0.8,There is greater probability of connectivity between the SN and limbic network targets relative to motor and associative network targets in PD patients with recent history of severe impulsivity as compared to PD patients without impulsivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and higher functional connectivity in PD patients.",,Mistral 7B
393,33813866,Aberrant Salient and Corticolimbic Connectivity in Hypersexual Parkinson's Disease.,2021,Brain connectivity,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Parkinson's disease with hypersexuality,associated_with,unclear,enhanced salience network activity and corticolimbic disconnections,direct,0.8,Enhanced salience network (SN) activity represented by a significant rise in the right inferior frontal gyrus was found in PD+HS compared with PD-HS.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,"The sentence directly supports the association between impulsivity (general) and enhanced salience network activity, which is a type of functional connectivity. The direction of the association is implied to be increased, as the sentence mentions a 'significant rise'.",,Mistral 7B
394,31886611,Dorsal striatal functional connectivity changes in Internet gaming disorder: A longitudinal magnetic resonance imaging study.,2021,Addiction biology,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,,direct,0.8,Subjects with IGD exhibited decreased FC between the left dorsal putamen and left medial prefrontal cortex (mPFC) compared with controls.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased,"The sentence directly states a decrease in functional connectivity between two brain regions, which is a direct association with the phenotype of impulsivity (general).",,Mistral 7B
396,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,correlates_with,unclear,,direct,0.8,Increased within-network connectivity through central and left DMN was associated with increased memory performance.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,memory performance,within-network connectivity,positive,The sentence clearly supports the claim by stating a direct relationship between a specific phenotype (memory performance) and a feature (within-network connectivity) in a specific brain system (DMN).,,Mistral 7B
403,30652907,Functional and structural neuroimaging studies of delayed reward discounting in addiction: A systematic review.,2019,Psychological bulletin,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),addictive behavior,associated_with,unclear,,unclear,0.7,There was substantial evidence of greater neural activity in the executive control network during choices for larger-delayed rewards (delayed gratification) relative to choices for smaller-immediate rewards (immediate gratification),yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,greater,The sentence clearly supports the claim by stating a specific association between impulsivity (general) and functional connectivity in the executive control network.,,Mistral 7B
405,23451272,Decreased functional brain connectivity in adolescents with internet addiction.,2013,PloS one,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),internet addiction,associated_with,lower,,direct,1.0,Adolescents with internet addiction showed reduced functional connectivity spanning a distributed network.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly states that adolescents with internet addiction have reduced functional connectivity, which matches the extracted claim.",,Mistral 7B
406,38852751,Multimodal neuroimaging fusion unravel structural-functional-neurotransmitter change in Parkinson's disease with impulse control disorders.,2024,Neurobiology of disease,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,unclear,,unclear,0.7,PD-ICD patients showed decreased FC between interhemispheric OFG.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased,"The sentence directly states a relationship between impulsivity and functional connectivity in Parkinson's disease patients, with a clear direction of decreased functional connectivity.",,Mistral 7B
408,38000138,The functional connectivity between right parahippocampal gyrus and precuneus underlying the association between reward sensitivity and procrastination.,2024,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,1.0,The RSFC result found reward sensitivity was negatively associated with the functional connectivity of the right parahippocampal gyrus-precuneus.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,negatively associated,"The sentence clearly supports the extracted claim, mentioning a direct association between reward sensitivity and the functional connectivity of the right parahippocampal gyrus-precuneus, which is a specific brain region. The direction of the association is also clearly stated as negative.",,Mistral 7B
414,30616717,Decreased brain connectivity in smoking contrasts with increased connectivity in drinking.,2019,eLife,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.8,"Increased impulsivity was found in smokers, associated with decreased functional connectivity of the non-reward-related lateral orbitofrontal cortex; and increased impulsivity was found in high amount drinkers, associated with increased functional connectivity of the reward-related medial orbitofrontal cortex.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning both phenotype (impulsivity) and feature (functional connectivity), and their relationship (associated with). The direction (lower) is also supported, as the sentence states that decreased functional connectivity is associated with increased impulsivity. The directness is supported because the sentence names both phenotype and feature.",,Mistral 7B
415,26116812,The mediating role of LPFC-vmPFC functional connectivity in the relation between regulatory mode and delay discounting.,2015,Behavioural brain research,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,unclear,,direct,0.8,The effect of regulatory mode on delay discounting is mediated by LPFC-vmPFC functional connectivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the phenotype (impulsivity), feature (functional connectivity), relationship (predicts), and direction (unclear) when stated. The directness is also supported as the sentence names both phenotype and feature.",,Mistral 7B
419,27942448,Brain connectivity aberrations in anabolic-androgenic steroid users.,2017,NeuroImage. Clinical,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,disruptions,direct,0.8,current users exhibited reduced functional connectivity between key nodes involved in emotional and cognitive regulation,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly supports the claim by mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), direction (lower), and directness (direct).",,Mistral 7B
420,33137406,The functional connectivity between the prefrontal cortex and supplementary motor area moderates the relationship between internet gaming disorder and loneliness.,2021,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,moderates,unclear,unclear,direct,0.8,The rsFC of the DLPFC-precentral gyrus and the DLPFC-postcentral gyrus moderated the relationship between IGD severity and loneliness scores.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a direct relationship between the phenotype (IGD severity), feature (functional connectivity), and loneliness scores, with the relationship being moderated. The direction is unclear, but the extracted direction captures the relevant part exactly.",,Mistral 7B
